 [-62.67,  -58.21,  10.68,  -59.04,  20.57,  -15.14,  81.62] ,
 [-61.74,  -57.3,  12.53,  -49.81,  11.51,  -25.86,  77.68] ,
 [-61.05,  -57.53,  16.81,  -68.47,  10.22,  -6.59,  78.1] ,
 [-61.05,  -57.53,  16.81,  -56.63,  10.22,  -6.59,  74.93] ,
 [-71.73,  -55.28,  13.98,  -94.9,  9.74,  32.14,  81.98] ,
